1733985827671435520,-0.01490,0.01774,-0.00024,0.84820,0.06611,-0.52180,0.06254,-0.06207,0.07480,-0.00573,
1733985827706507520,-0.01880,0.02487,-0.00052,0.84767,0.06994,-0.52128,0.06949,-0.07429,0.08519,-0.00447,
1733985827776314624,-0.02527,0.03211,-0.00081,0.84641,0.07584,-0.52085,0.08098,-0.09348,0.09744,0.00641,
1733985827808048384,-0.02777,0.03138,-0.00051,0.84560,0.07867,-0.52101,0.08557,-0.10174,0.09616,0.01265,
1733985827848645376,-0.03156,0.03367,0.00042,0.84414,0.08460,-0.52121,0.09276,-0.11283,0.08993,0.01536,
1733985827921970688,-0.04166,0.04277,0.00251,0.84063,0.09587,-0.52189,0.10849,-0.14377,0.10054,0.02371,
1733985827953441280,-0.04726,0.04662,0.00366,0.83916,0.09864,-0.52263,0.11375,-0.15620,0.11100,0.02786,
1733985828031925504,-0.06080,0.04912,0.00557,0.83470,0.10992,-0.52390,0.12931,-0.17824,0.09486,0.02704,
1733985828070434560,-0.06737,0.04896,0.00641,0.83222,0.11747,-0.52368,0.13919,-0.18676,0.07584,0.02593,
1733985828104144640,-0.07407,0.04949,0.00707,0.82959,0.12389,-0.52396,0.14798,-0.18890,0.06674,0.02874,
1733985828166157568,-0.08532,0.05465,0.00855,0.82543,0.13344,-0.52394,0.16229,-0.19011,0.07465,0.02625,
1733985828208281600,-0.09139,0.05571,0.00886,0.82287,0.14014,-0.52327,0.17158,-0.18721,0.06151,0.01593,
1733985828274698496,-0.10571,0.05865,0.01020,0.81753,0.15366,-0.52171,0.18935,-0.19849,0.04881,0.02224,
1733985828310357504,-0.11303,0.05771,0.01030,0.81426,0.15859,-0.52269,0.19653,-0.21384,0.04393,0.02498,
1733985828382640640,-0.12694,0.05819,0.01189,0.80732,0.17268,-0.52212,0.21403,-0.21112,0.01758,0.02672,
1733985828419324416,-0.13434,0.05952,0.01233,0.80320,0.17945,-0.52208,0.22385,-0.19447,0.01083,0.02058,
1733985828455247360,-0.13905,0.05881,0.01202,0.79979,0.18310,-0.52319,0.23040,-0.19163,0.01468,0.01881,
1733985828524919552,-0.15090,0.06138,0.01238,0.79228,0.19385,-0.52284,0.24768,-0.17193,0.00047,0.01151,
1733985828566490368,-0.15679,0.06185,0.01261,0.78787,0.19950,-0.52354,0.25568,-0.16797,-0.00491,0.01976,
1733985828634016512,-0.16822,0.06105,0.01347,0.78076,0.21020,-0.52303,0.26960,-0.15903,-0.00699,0.01634,
1733985828669628416,-0.17172,0.06167,0.01386,0.77818,0.21414,-0.52272,0.27450,-0.15326,-0.00416,0.01676,
1733985828704447488,-0.17703,0.06173,0.01412,0.77499,0.21949,-0.52141,0.28167,-0.13639,-0.00143,0.00534,
1733985828776329472,-0.18559,0.06184,0.01425,0.77064,0.22700,-0.51853,0.29278,-0.11490,-0.00739,0.00409,
1733985828814476544,-0.18974,0.06099,0.01430,0.76793,0.23070,-0.51779,0.29826,-0.11417,-0.01003,0.00535,
1733985828886397696,-0.19807,0.06091,0.01447,0.76335,0.23648,-0.51658,0.30744,-0.10703,-0.00830,0.00546,
1733985828921232384,-0.20155,0.06097,0.01444,0.76125,0.23827,-0.51690,0.31071,-0.10067,-0.01003,0.00789,
1733985828961728512,-0.20504,0.06061,0.01447,0.75891,0.24101,-0.51645,0.31503,-0.07168,-0.00887,0.00375,
1733985829026019584,-0.20817,0.06213,0.01419,0.75838,0.24069,-0.51584,0.31754,-0.02698,-0.00111,0.00297,
1733985829061862400,-0.20884,0.06193,0.01388,0.75807,0.24025,-0.51604,0.31829,-0.01369,-0.00453,0.00175,
1733985829098033408,-0.20921,0.06208,0.01394,0.75800,0.23961,-0.51679,0.31772,-0.00720,-0.00894,0.00568,
1733985829168794368,-0.21023,0.06165,0.01421,0.75726,0.23784,-0.51971,0.31606,0.01454,-0.00614,0.00872,
1733985829207984384,-0.20946,0.06250,0.01415,0.75840,0.23408,-0.52162,0.31298,0.03050,0.00794,-0.00148,
1733985829311621376,-0.20291,0.06562,0.01235,0.76366,0.21882,-0.52729,0.30152,0.08652,0.02475,-0.02188,
1733985829356151552,-0.19812,0.06765,0.01108,0.76770,0.20761,-0.53096,0.29260,0.10325,0.02403,-0.01892,
1733985829384622592,-0.19623,0.06765,0.01030,0.76885,0.20355,-0.53211,0.29034,0.12051,0.02063,-0.02549,
1733985829425423360,-0.18950,0.06980,0.00926,0.77429,0.19029,-0.53553,0.27834,0.13723,0.01976,-0.01585,
1733985829452657408,-0.18688,0.06942,0.00882,0.77577,0.18573,-0.53688,0.27467,0.15266,0.00715,-0.01808,
1733985829525571584,-0.17358,0.07002,0.00757,0.78366,0.16484,-0.54294,0.25283,0.16172,-0.00020,-0.00808,
1733985829559474432,-0.16865,0.07005,0.00706,0.78653,0.15396,-0.54655,0.24278,0.16323,-0.00568,-0.01185,
1733985829633675520,-0.15398,0.06912,0.00630,0.79338,0.12995,-0.55372,0.21693,0.17125,-0.01580,-0.00669,
1733985829706469632,-0.14005,0.06630,0.00602,0.79941,0.10731,-0.55916,0.19175,0.18741,-0.03400,-0.00444,
1733985829746414336,-0.13157,0.06318,0.00589,0.80324,0.09030,-0.56241,0.17419,0.18849,-0.04437,-0.00204,
1733985829779278592,-0.12505,0.05988,0.00613,0.80635,0.07499,-0.56482,0.15864,0.18599,-0.05846,0.00096,
1733985829811961344,-0.11735,0.05707,0.00621,0.80943,0.05778,-0.56720,0.14061,0.17347,-0.06043,0.00228,
1733985829884397568,-0.10585,0.05162,0.00689,0.81170,0.03841,-0.57103,0.11655,0.14022,-0.06846,0.00823,
1733985829918153472,-0.10171,0.05090,0.00671,0.81238,0.03558,-0.57133,0.11119,0.14078,-0.07395,0.01207,
1733985829989773568,-0.09111,0.04335,0.00859,0.81219,0.02053,-0.57645,0.08735,0.13159,-0.08902,0.01524,
1733985830062181376,-0.07838,0.03801,0.00909,0.81284,0.00961,-0.57847,0.06764,0.14661,-0.10140,0.01452,
1733985830098885632,-0.06940,0.03457,0.00895,0.81419,0.00859,-0.57753,0.05890,0.15927,-0.11148,0.01802,
1733985830134242560,-0.06137,0.02905,0.00993,0.81422,0.00630,-0.57861,0.04701,0.15529,-0.12422,0.02109,
1733985830170753536,-0.05573,0.02538,0.01051,0.81446,0.00464,-0.57889,0.03902,0.14793,-0.12755,0.02311,
1733985830206437632,-0.04890,0.02029,0.01143,0.81439,-0.00058,-0.57970,0.02675,0.13542,-0.13074,0.02762,
1733985830279016448,-0.03866,0.01187,0.01261,0.81374,-0.01210,-0.58107,0.00633,0.12620,-0.12832,0.02131,
1733985830310737664,-0.03353,0.00827,0.01280,0.81401,-0.01583,-0.58063,-0.00183,0.12823,-0.12411,0.01383,
1733985830387526400,-0.02230,-0.00071,0.01310,0.81322,-0.03003,-0.58070,-0.02362,0.13485,-0.12463,0.00893,
1733985830454099456,-0.01249,-0.00849,0.01300,0.81332,-0.03877,-0.57915,-0.03995,0.14231,-0.14633,0.00529,
1733985830494754560,-0.00553,-0.01548,0.01350,0.81216,-0.04751,-0.57889,-0.05495,0.11495,-0.14292,0.01264,
1733985830526407424,-0.00191,-0.01932,0.01382,0.81173,-0.05103,-0.57846,-0.06231,0.10599,-0.14400,0.01609,
1733985830560911360,0.00171,-0.02259,0.01405,0.81116,-0.05450,-0.57806,-0.06990,0.10627,-0.14407,0.01447,
1733985830631651328,0.01045,-0.03181,0.01393,0.81019,-0.06661,-0.57558,-0.08864,0.11811,-0.14541,0.00042,
1733985830669416448,0.01586,-0.03738,0.01341,0.81012,-0.07315,-0.57321,-0.09891,0.12588,-0.14423,-0.00968,
1733985830739017472,0.02524,-0.04727,0.01242,0.80915,-0.08629,-0.56911,-0.11806,0.11996,-0.15574,-0.01210,
1733985830778044416,0.03008,-0.05357,0.01212,0.80871,-0.09171,-0.56665,-0.12834,0.11167,-0.16381,-0.00122,
1733985830814981376,0.03467,-0.05951,0.01187,0.80807,-0.09721,-0.56427,-0.13848,0.10445,-0.15995,-0.00291,
1733985830881999616,0.04082,-0.06848,0.01156,0.80678,-0.10586,-0.56056,-0.15385,0.09180,-0.16967,0.00659,
1733985830919013376,0.04373,-0.07489,0.01172,0.80509,-0.11173,-0.55898,-0.16398,0.07328,-0.15451,0.00606,
1733985830955398656,0.04646,-0.07947,0.01208,0.80249,-0.11901,-0.55808,-0.17436,0.05527,-0.12327,0.00739,
1733985831029232384,0.04854,-0.08658,0.01247,0.79842,-0.13001,-0.55706,-0.18792,0.04643,-0.08508,0.00047,
1733985831098212608,0.05269,-0.09297,0.01228,0.79587,-0.13813,-0.55491,-0.19899,0.06494,-0.06306,-0.00485,
1733985831135265536,0.05456,-0.09759,0.01203,0.79597,-0.13724,-0.55367,-0.20260,0.05451,-0.07178,-0.01284,
1733985831169220352,0.05590,-0.09988,0.01173,0.79555,-0.13968,-0.55235,-0.20614,0.04663,-0.06127,-0.01313,
1733985831203417600,0.05718,-0.10239,0.01149,0.79470,-0.14272,-0.55128,-0.21020,0.03713,-0.04945,-0.01158,
1733985831274831616,0.05795,-0.10508,0.01149,0.79368,-0.14532,-0.55046,-0.21435,0.00755,-0.00953,-0.00378,
1733985831311147520,0.05760,-0.10527,0.01168,0.79336,-0.14562,-0.55066,-0.21482,-0.00347,0.00608,-0.00058,
1733985831384659456,0.05621,-0.10495,0.01255,0.79382,-0.14227,-0.55132,-0.21365,-0.02221,0.03514,0.01011,
1733985831420050432,0.05417,-0.10304,0.01334,0.79439,-0.13839,-0.55284,-0.21015,-0.04075,0.06057,0.01386,
1733985831488072448,0.04876,-0.09734,0.01531,0.79584,-0.12787,-0.55709,-0.19985,-0.07145,0.10495,0.02120,
1733985831533149440,0.04396,-0.09096,0.01637,0.79751,-0.11911,-0.56054,-0.18867,-0.08996,0.13613,0.01322,
1733985831600093696,0.03926,-0.08321,0.01696,0.80095,-0.10714,-0.56279,-0.17396,-0.09104,0.15878,0.00948,
1733985831633982464,0.03539,-0.07747,0.01744,0.80321,-0.09823,-0.56450,-0.16295,-0.10601,0.17157,0.00491,
1733985831666851584,0.03266,-0.07281,0.01758,0.80499,-0.09162,-0.56553,-0.15419,-0.11217,0.18204,0.00714,
1733985831703778560,0.02794,-0.06605,0.01802,0.80692,-0.08256,-0.56740,-0.14184,-0.13358,0.18297,0.00930,
1733985831778224384,0.01545,-0.05221,0.01981,0.80868,-0.06216,-0.57363,-0.11455,-0.18208,0.18884,0.02813,
1733985831810805504,0.01080,-0.04811,0.02070,0.80931,-0.05430,-0.57533,-0.10520,-0.18638,0.17995,0.03111,
1733985831884327424,-0.00401,-0.03511,0.02290,0.81149,-0.02977,-0.57867,-0.07576,-0.18645,0.14728,0.02305,
1733985831916530688,-0.00763,-0.03110,0.02276,0.81307,-0.02060,-0.57823,-0.06434,-0.16558,0.13015,0.01942,
1733985831957453568,-0.01382,-0.02532,0.02302,0.81398,-0.01006,-0.57863,-0.05026,-0.16821,0.12643,0.01438,
1733985832025033472,-0.02464,-0.01567,0.02326,0.81395,0.00487,-0.58026,-0.02758,-0.17307,0.12188,0.01381,
1733985832100908544,-0.03668,-0.00750,0.02406,0.81288,0.02159,-0.58201,-0.00484,-0.16707,0.09904,0.01511,
1733985832134509568,-0.04269,-0.00341,0.02419,0.81214,0.02980,-0.58266,0.00688,-0.15956,0.09649,0.00973,
1733985832168132608,-0.04693,-0.00093,0.02442,0.81216,0.03646,-0.58210,0.01522,-0.14798,0.09435,0.00510,
1733985832203194624,-0.05326,0.00244,0.02359,0.81154,0.04222,-0.58218,0.02638,-0.13418,0.09417,-0.00751,
1733985832276299520,-0.06186,0.00898,0.02252,0.81158,0.05176,-0.58028,0.04391,-0.12524,0.09171,-0.01507,
1733985832310236416,-0.06495,0.01144,0.02256,0.81171,0.05670,-0.57911,0.05039,-0.12296,0.08945,-0.01393,
1733985832384597504,-0.07539,0.01779,0.02189,0.81056,0.06954,-0.57718,0.07089,-0.12948,0.07859,-0.00824,
1733985832419525376,-0.07870,0.01988,0.02146,0.81031,0.07398,-0.57603,0.07817,-0.12181,0.07521,-0.01063,
1733985832488928512,-0.07811,0.01903,0.02273,0.81106,0.06982,-0.57593,0.07487,-0.11123,0.07199,-0.01436,
1733985832527012608,-0.08366,0.02332,0.02213,0.81032,0.07412,-0.57524,0.08361,-0.10731,0.06814,-0.01359,
1733985832561413632,-0.08715,0.02540,0.02177,0.80969,0.07843,-0.57448,0.09071,-0.09412,0.05829,-0.01466,
1733985832630386688,-0.09221,0.02939,0.02066,0.80917,0.08343,-0.57275,0.10122,-0.08309,0.06355,-0.01889,
1733985832670287616,-0.09483,0.03178,0.01980,0.80911,0.08581,-0.57139,0.10722,-0.07136,0.05959,-0.02350,
1733985832742735360,-0.09901,0.03604,0.01799,0.80895,0.08935,-0.56905,0.11747,-0.04550,0.04911,-0.02595,
1733985832775218432,-0.10016,0.03741,0.01736,0.80898,0.09018,-0.56827,0.12042,-0.03653,0.04882,-0.02324,
1733985832810629632,-0.10112,0.03890,0.01660,0.80901,0.09047,-0.56760,0.12310,-0.02210,0.04581,-0.02608,
1733985832881829376,-0.09973,0.04232,0.01395,0.81145,0.08850,-0.56363,0.12669,0.00876,0.05068,-0.03746,
1733985832917671424,-0.09931,0.04380,0.01275,0.81210,0.08694,-0.56264,0.12791,0.01499,0.05164,-0.04033,
1733985832996378368,-0.09508,0.04699,0.00938,0.81571,0.08237,-0.55790,0.12878,0.04349,0.03963,-0.02793,
1733985833060997376,-0.09302,0.04611,0.00870,0.81737,0.07741,-0.55709,0.12475,0.01466,0.01707,-0.02165,
1733985833102469376,-0.09286,0.04660,0.00828,0.81693,0.07474,-0.55838,0.12348,-0.01482,0.00223,-0.00461,
1733985833131871488,-0.09308,0.04704,0.00805,0.81659,0.07282,-0.55927,0.12288,-0.00894,0.00302,-0.00026,
1733985833168823552,-0.09286,0.04747,0.00775,0.81648,0.07063,-0.55993,0.12182,-0.00405,0.00393,-0.00259,
1733985833203885568,-0.09220,0.04822,0.00705,0.81653,0.06723,-0.56058,0.12045,0.00575,0.01442,-0.01097,
1733985833275013376,-0.09046,0.04910,0.00588,0.81661,0.06147,-0.56175,0.11754,0.01663,0.01531,-0.01336,
1733985833310428416,-0.09011,0.04910,0.00573,0.81618,0.05967,-0.56281,0.11629,0.01013,0.00426,-0.00575,
1733985833381028352,-0.08746,0.04848,0.00547,0.81635,0.05481,-0.56407,0.11127,0.03776,0.00006,-0.00295,
1733985833419120640,-0.08630,0.04806,0.00541,0.81651,0.05326,-0.56438,0.10933,0.03691,-0.00478,-0.00691,
1733985833489157376,-0.08470,0.04722,0.00551,0.81641,0.05049,-0.56546,0.10568,0.02061,-0.00539,-0.00375,
1733985833525251328,-0.08386,0.04690,0.00550,0.81625,0.04857,-0.56625,0.10362,0.00826,0.00147,-0.00198,
1733985833562199552,-0.08386,0.04673,0.00561,0.81559,0.04716,-0.56755,0.10234,-0.00366,0.00144,0.00170,
1733985833633248512,-0.08393,0.04646,0.00589,0.81477,0.04537,-0.56919,0.10060,0.00361,0.00074,-0.00076,
1733985833668366336,-0.08348,0.04628,0.00590,0.81489,0.04478,-0.56920,0.09979,0.01728,-0.00427,-0.00259,
1733985833740000512,-0.08182,0.04587,0.00569,0.81572,0.04350,-0.56847,0.09775,0.01589,-0.01093,-0.00419,
1733985833776347392,-0.08081,0.04547,0.00565,0.81611,0.04244,-0.56827,0.09610,0.00661,-0.01689,0.00578,
1733985833810923520,-0.07956,0.04456,0.00593,0.81670,0.04214,-0.56777,0.09412,0.01524,-0.03088,0.01542,
1733985833882852608,-0.07671,0.04279,0.00628,0.81754,0.03957,-0.56761,0.08877,0.02070,-0.02964,0.01372,
1733985833916280576,-0.07542,0.04198,0.00641,0.81776,0.03783,-0.56784,0.08604,0.02614,-0.03382,0.01034,
1733985833988165632,-0.07108,0.03991,0.00631,0.81909,0.03335,-0.56720,0.07915,0.02599,-0.03707,0.00974,
1733985834024924416,-0.07009,0.03844,0.00693,0.81904,0.03267,-0.56771,0.07621,-0.00065,-0.04590,0.02467,
1733985834063252480,-0.06921,0.03691,0.00765,0.81991,0.03402,-0.56660,0.07451,0.01357,-0.05297,0.02783,
1733985834131750656,-0.06832,0.03452,0.00877,0.82015,0.03471,-0.56668,0.07093,-0.02369,-0.03718,0.02651,
1733985834168479488,-0.06871,0.03303,0.00990,0.81918,0.03475,-0.56837,0.06849,-0.03376,-0.03606,0.03581,
1733985834241029376,-0.07135,0.03085,0.01216,0.81640,0.03481,-0.57272,0.06540,-0.06737,-0.03298,0.03465,
1733985834276360448,-0.07400,0.03036,0.01330,0.81441,0.03491,-0.57558,0.06504,-0.08366,-0.01411,0.02911,
1733985834309406464,-0.07567,0.03008,0.01402,0.81344,0.03506,-0.57695,0.06495,-0.08283,-0.00100,0.02524,
1733985834381522432,-0.08184,0.03106,0.01509,0.81008,0.03699,-0.58107,0.06896,-0.09191,0.01816,0.01777,
1733985834418720512,-0.08397,0.03143,0.01545,0.80923,0.03812,-0.58199,0.07065,-0.08822,0.01723,0.01408,
1733985834459108608,-0.08661,0.03220,0.01561,0.80835,0.04008,-0.58268,0.07386,-0.08349,0.02289,0.00803,
1733985834523911424,-0.09245,0.03220,0.01699,0.80590,0.04560,-0.58502,0.07870,-0.08286,0.01449,0.02115,
1733985834562170624,-0.09509,0.03157,0.01807,0.80455,0.04873,-0.58645,0.08007,-0.06988,-0.00637,0.03121,
1733985834633127424,-0.09509,0.02824,0.02041,0.80590,0.05611,-0.58397,0.07976,0.02972,-0.03203,0.01734,
1733985834665861632,-0.09448,0.02769,0.02046,0.80650,0.05697,-0.58310,0.07944,0.03150,-0.01319,-0.00254,
1733985834741632512,-0.09494,0.02796,0.02004,0.80666,0.05733,-0.58272,0.08025,0.01207,0.03428,-0.01633,
1733985834774517504,-0.09511,0.02794,0.01999,0.80664,0.05744,-0.58274,0.08031,0.02092,0.02040,-0.02058,
1733985834817193472,-0.09470,0.02845,0.01953,0.80673,0.05663,-0.58267,0.08052,0.02159,0.01788,-0.02267,
1733985834882119424,-0.09590,0.02912,0.01913,0.80552,0.05457,-0.58454,0.08044,0.01274,0.02938,-0.01484,
1733985834918165504,-0.09559,0.02924,0.01894,0.80553,0.05362,-0.58469,0.07993,0.03250,0.02340,-0.02112,
1733985834990202368,-0.09283,0.02898,0.01816,0.80652,0.05020,-0.58407,0.07665,0.06045,0.02964,-0.02275,
1733985835027173632,-0.09119,0.02849,0.01800,0.80684,0.04820,-0.58418,0.07359,0.06312,0.02829,-0.01821,
1733985835059322624,-0.08983,0.02784,0.01785,0.80732,0.04794,-0.58365,0.07272,0.07374,0.00950,-0.02638,
1733985835132391424,-0.08315,0.02556,0.01712,0.80938,0.04142,-0.58240,0.06323,0.06153,0.00490,-0.02550,
1733985835168847616,-0.08137,0.02460,0.01712,0.80947,0.03919,-0.58276,0.06002,0.04908,0.00537,-0.02120,
1733985835240518656,-0.08124,0.02250,0.01823,0.80673,0.03554,-0.58740,0.05370,-0.00314,-0.00162,0.00880,
1733985835274140672,-0.07992,0.02042,0.01931,0.80611,0.03373,-0.58879,0.04873,0.02849,-0.01001,0.01263,
1733985835310997504,-0.07846,0.01949,0.01944,0.80663,0.03214,-0.58840,0.04581,0.05812,-0.02582,0.00731,
1733985835386493440,-0.07237,0.01530,0.02074,0.80900,0.02318,-0.58658,0.03016,0.06764,-0.04126,0.01426,
1733985835420843520,-0.06428,0.01212,0.01935,0.81051,0.01984,-0.58490,0.02382,0.09296,-0.06088,0.00180,
1733985835487452416,-0.05934,0.00860,0.01947,0.81060,0.01480,-0.58523,0.01451,0.07812,-0.09517,0.02537,
1733985835524790528,-0.05579,0.00476,0.02057,0.81125,0.01360,-0.58450,0.00717,0.08821,-0.11146,0.04077,
1733985835559488512,-0.05446,0.00244,0.02139,0.81077,0.01197,-0.58524,0.00217,0.07694,-0.11126,0.03538,
1733985835632704512,-0.04826,-0.00570,0.02358,0.80869,0.00366,-0.58811,-0.01147,0.11378,-0.13244,0.03104,
1733985835704677632,-0.04498,-0.01006,0.02420,0.80581,-0.00887,-0.59157,-0.02513,0.13596,-0.14734,0.01994,
1733985835742290432,-0.04323,-0.00946,0.02309,0.80492,-0.01685,-0.59225,-0.03259,0.13421,-0.12744,0.00059,
1733985835742290432,-0.04343,-0.01067,0.02313,0.80486,-0.01544,-0.59251,-0.02982,0.15033,-0.14272,-0.00423,
1733985835777077504,-0.04724,-0.00701,0.02340,0.80440,-0.01623,-0.59309,-0.03022,0.11358,-0.09203,-0.00068,
1733985835849614336,-0.04066,-0.01162,0.02273,0.80150,-0.03058,-0.59552,-0.04495,0.12582,-0.09231,-0.00744,
1733985835880230400,-0.04153,-0.01362,0.02409,0.80037,-0.03477,-0.59632,-0.05094,0.09707,-0.09049,0.00760,
1733985835919783680,-0.03797,-0.01762,0.02463,0.79957,-0.04121,-0.59608,-0.06073,0.09967,-0.09708,0.01004,
1733985835955543552,-0.03577,-0.02083,0.02518,0.79752,-0.04829,-0.59730,-0.06967,0.09377,-0.10468,0.01825,
1733985836024099584,-0.03036,-0.02906,0.02675,0.79548,-0.05785,-0.59695,-0.08672,0.09830,-0.12578,0.02017,
1733985836065460480,-0.02864,-0.03277,0.02751,0.79347,-0.06389,-0.59769,-0.09532,0.07810,-0.11022,0.01452,
1733985836132830464,-0.02719,-0.03875,0.02920,0.78941,-0.07294,-0.59978,-0.10851,0.04965,-0.09007,0.02086,
1733985836168274432,-0.02657,-0.04144,0.03009,0.78778,-0.07610,-0.60053,-0.11395,0.05142,-0.09433,0.02039,
1733985836203973632,-0.02394,-0.04549,0.03074,0.78661,-0.08066,-0.59985,-0.12212,0.05345,-0.09573,0.01868,
